holeid,from,to,length,sampleid,samplingtype,Au_ppm,Ag_ppm,Cu_pr,Zn_pr,Depth,Easting,Northing,Elevation
ASDD03,0,2,2,ASDD03-20,CORE,0.025,5,0.0321,,0.00,551007.00,4518569.00,977.00
ASDD03,2,4,2,ASDD03-21,CORE,0.025,5,0.0567,,2.00,551006.85,4518568.48,975.08
ASDD03,4,6,2,ASDD03-22,CORE,0.025,5,0.0319,,4.00,551006.70,4518567.95,973.15
ASDD03,6,8,2,ASDD03-23,CORE,0.025,5,0.0302,,6.00,551006.54,4518567.43,971.23
ASDD03,8,10,2,ASDD03-24,CORE,0.025,5,0.028,,8.00,551006.39,4518566.91,969.30
ASDD03,10,12,2,ASDD03-25,CORE,0.025,5,0.0255,,10.00,551006.24,4518566.39,967.38
ASDD03,12,14,2,ASDD03-26,CORE,0.025,5,0.026,,12.00,551006.09,4518565.86,965.45
ASDD03,14,15.3,1.3,ASDD03-27,CORE,0.025,5,0.0246,,14.00,551005.94,4518565.34,963.53
ASDD03,15.3,17.3,2,ASDD03-28,CORE,0.025,5,0.0352,,15.30,551005.84,4518565.00,962.28
ASDD03,17.3,19.3,2,ASDD03-29,CORE,0.025,5,0.0343,,17.30,551005.69,4518564.48,960.35
ASDD03,19.3,20.5,1.2,ASDD03-30,CORE,0.025,5,0.0243,,19.30,551005.53,4518563.95,958.43
ASDD03,20.5,22.5,2,ASDD03-31,CORE,0.025,5,0.0272,,20.50,551005.44,4518563.64,957.27
ASDD03,22.5,24.5,2,ASDD03-32,CORE,0.025,5,0.0276,,22.50,551005.29,4518563.12,955.35
ASDD03,24.5,26.5,2,ASDD03-33,CORE,0.025,5,0.03,,24.50,551005.14,4518562.59,953.43
ASDD03,26.5,28.3,1.8,ASDD03-34,CORE,0.025,5,0.0251,,26.50,551004.99,4518562.07,951.50
ASDD03,28.3,30.3,2,ASDD03-35,CORE,0.025,5,0.0233,,28.30,551004.85,4518561.60,949.77
ASDD03,30.3,32.3,2,ASDD03-36,CORE,0.025,5,0.0256,,30.30,551004.70,4518561.08,947.84
ASDD03,32.3,34.3,2,ASDD03-37,CORE,0.025,5,0.0246,,32.30,551004.55,4518560.55,945.92
ASDD03,34.3,35.3,1,ASDD03-38,CORE,0.025,5,0.0253,,34.30,551004.39,4518560.03,944.00
ASDD03,35.3,37.3,2,ASDD03-39,CORE,0.025,5,0.028,,35.30,551004.32,4518559.77,943.03
ASDD03,37.3,39.3,2,ASDD03-40,CORE,0.025,5,0.0281,,37.30,551004.17,4518559.25,941.11
ASDD03,39.3,40.3,1,ASDD03-41,CORE,0.025,5,0.0274,,39.30,551004.01,4518558.72,939.18
ASDD03,40.3,42.3,2,ASDD03-42,CORE,0.025,5,0.0291,,40.30,551003.94,4518558.46,938.22
ASDD03,42.3,44,1.7,ASDD03-43,CORE,0.025,5,0.1089,,42.30,551003.79,4518557.94,936.30
ASDD03,44,44.5,0.5,ASDD03-44,CORE,0.025,5,0.0231,,44.00,551003.66,4518557.50,934.66
ASDD03,44.5,46.3,1.8,ASDD03-45,CORE,0.025,5,0.0282,,44.50,551003.62,4518557.36,934.18
ASDD03,46.3,47.3,1,ASDD03-46,CORE,0.025,5,0.0257,,46.30,551003.48,4518556.89,932.45
ASDD03,47.3,48.3,1,ASDD03-47,CORE,0.025,5,0.0311,,47.30,551003.41,4518556.63,931.49
ASDD03,48.3,49.3,1,ASDD03-48,CORE,0.025,5,0.0275,,48.30,551003.33,4518556.37,930.52
ASDD03,49.3,51.3,2,ASDD03-49,CORE,0.025,5,0.0242,,49.30,551003.25,4518556.11,929.56
ASDD03,51.3,53.3,2,ASDD03-50,CORE,0.025,5,0.0285,,51.30,551003.10,4518555.59,927.64
ASDD03,53.3,55.3,2,ASDD03-51,CORE,0.025,5,0.0215,,53.30,551002.95,4518555.06,925.71
ASDD03,55.3,56.3,1,ASDD03-52,CORE,0.025,5,0.0247,,55.30,551002.80,4518554.54,923.79
ASDD03,56.3,57.5,1.2,ASDD03-53,CORE,0.025,5,0.0224,,56.30,551002.72,4518554.28,922.83
ASDD03,57.5,59.3,1.8,ASDD03-54,CORE,0.025,5,0.0207,,57.50,551002.63,4518553.97,921.67
ASDD03,59.3,61,1.7,ASDD03-55,CORE,0.025,5,0.016,,59.30,551002.50,4518553.49,919.94
ASDD03,61,62.5,1.5,ASDD03-56,CORE,0.025,5,0.018,,61.00,551002.37,4518553.05,918.30
ASDD03,62.5,64,1.5,ASDD03-57,CORE,0.025,5,0.0176,,62.50,551002.25,4518552.66,916.86
ASDD03,64,65.5,1.5,ASDD03-58,CORE,0.025,5,0.0201,,64.00,551002.14,4518552.27,915.42
ASDD03,65.5,67,1.5,ASDD03-59,CORE,0.025,5,0.0198,,65.50,551002.02,4518551.87,913.97
ASDD03,67,68.5,1.5,ASDD03-60,CORE,0.025,5,0.0188,,67.00,551001.91,4518551.48,912.53
ASDD03,68.5,69.5,1,ASDD03-61,CORE,0.047,5,0.0033,0.003,68.50,551001.80,4518551.09,911.09
ASDD03,69.5,70.5,1,ASDD03-62,CORE,0.05,5,0.0001,0.001,69.50,551001.72,4518550.83,910.13
ASDD03,70.5,72.3,1.8,ASDD03-63,CORE,0.025,5,0.0064,0.0025,70.50,551001.64,4518550.57,909.16
ASDD03,72.3,74.3,2,ASDD03-64,CORE,0.025,5,0.0014,0.0001,72.30,551001.51,4518550.10,907.43
ASDD03,74.3,76,1.7,ASDD03-65,CORE,0.025,5,0.0001,0.0001,74.30,551001.36,4518549.57,905.51
ASDD03,76,76.9,0.9,ASDD03-66,CORE,0.025,5,0.0001,0.0001,76.00,551001.23,4518549.13,903.87
ASDD03,76.9,77.4,0.5,ASDD03-67,CORE,0.025,5,0.0061,0.0001,76.90,551001.16,4518548.89,903.01
ASDD03,77.4,79,1.6,ASDD03-68,CORE,0.025,5,0.0034,0.0001,77.40,551001.12,4518548.76,902.52
ASDD03,79,80.5,1.5,ASDD03-69,CORE,0.025,5,0.0021,0.0001,79.00,551001.00,4518548.34,900.98
ASDD03,80.5,82,1.5,ASDD03-70,CORE,0.025,5,0.0979,0.0192,80.50,551000.88,4518547.95,899.54
ASDD03,82,83.5,1.5,ASDD03-71,CORE,0.025,5,0.0428,0.005,82.00,551000.77,4518547.56,898.10
ASDD03,83.5,85,1.5,ASDD03-72,CORE,0.025,5,0.0082,0.0013,83.50,551000.66,4518547.17,896.65
ASDD03,85,86.5,1.5,ASDD03-73,CORE,0.025,5,0.0032,0.0017,85.00,551000.54,4518546.78,895.21
ASDD03,86.5,88,1.5,ASDD03-74,CORE,0.025,5,0.011,0.0058,86.50,551000.43,4518546.38,893.77
ASDD03,88,89.5,1.5,ASDD03-75,CORE,0.025,5,0.0071,0.0023,88.00,551000.32,4518545.99,892.32
ASDD03,89.5,91,1.5,ASDD03-76,CORE,0.025,5,0.0022,0.0001,89.50,551000.20,4518545.60,890.88
ASDD03,91,92.5,1.5,ASDD03-77,CORE,0.025,5,0.0001,0.002,91.00,551000.09,4518545.21,889.44
ASDD03,92.5,94,1.5,ASDD03-78,CORE,0.025,5,0.0001,0.0013,92.50,550999.97,4518544.81,887.99
ASDD03,94,95.5,1.5,ASDD03-79,CORE,0.025,5,0.0001,0.0014,94.00,550999.86,4518544.42,886.55
ASDD03,95.5,97,1.5,ASDD03-80,CORE,0.025,5,0.0014,0.0001,95.50,550999.75,4518544.03,885.11
ASDD03,97,98.3,1.3,ASDD03-81,CORE,0.025,5,0.0082,0.0031,97.00,550999.63,4518543.64,883.66
ASDD03,98.3,100,1.7,ASDD03-82,CORE,0.025,5,0.0001,0.0001,98.30,550999.53,4518543.30,882.41
ASDD03,100,101.5,1.5,ASDD03-83,CORE,0.025,5,0.0001,0.0001,100.00,550999.40,4518542.85,880.78
ASDD03,101.5,103,1.5,ASDD03-84,CORE,0.025,5,0.0001,0.0019,101.50,550999.29,4518542.46,879.33
ASDD03,103,104.5,1.5,ASDD03-85,CORE,0.025,5,0.0032,0.0001,103.00,550999.18,4518542.07,877.89
ASDD03,104.5,106,1.5,ASDD03-86,CORE,0.025,5,0.0001,0.0025,104.50,550999.06,4518541.68,876.45
ASDD03,106,107.5,1.5,ASDD03-87,CORE,0.025,5,0.0001,0.0053,106.00,550998.95,4518541.28,875.00
ASDD03,107.5,109,1.5,ASDD03-88,CORE,0.046,5,0.0001,0.0046,107.50,550998.83,4518540.89,873.56
ASDD03,109,110.5,1.5,ASDD03-89,CORE,0.046,5,0.0001,0.0055,109.00,550998.72,4518540.50,872.12
ASDD03,110.5,112,1.5,ASDD03-90,CORE,0.057,5,0.0026,0.0041,110.50,550998.61,4518540.11,870.67
ASDD03,112,113.5,1.5,ASDD03-91,CORE,0.025,5,0.003,0.0031,112.00,550998.49,4518539.72,869.23
ASDD03,113.5,115,1.5,ASDD03-92,CORE,0.025,5,0.0017,0.0028,113.50,550998.38,4518539.32,867.79
ASDD03,115,116.5,1.5,ASDD03-93,CORE,0.025,5,0.0001,0.0029,115.00,550998.26,4518538.93,866.34
ASDD03,116.5,118,1.5,ASDD03-94,CORE,0.025,5,0.0001,0.0024,116.50,550998.15,4518538.54,864.90
ASDD03,118,119.5,1.5,ASDD03-95,CORE,0.025,5,0.0001,0.0001,118.00,550998.04,4518538.15,863.46
ASDD03,119.5,121,1.5,ASDD03-96,CORE,0.025,5,0.0001,0.0016,119.50,550997.92,4518537.75,862.01
ASDD03,121,122.5,1.5,ASDD03-97,CORE,0.025,5,0.0001,0.0001,121.00,550997.81,4518537.36,860.57
ASDD03,122.5,124,1.5,ASDD03-98,CORE,0.025,5,0.0001,0.0001,122.50,550997.69,4518536.97,859.13
ASDD03,124,125.5,1.5,ASDD03-99,CORE,0.025,5,0.0001,0.0001,124.00,550997.58,4518536.58,857.68
ASDD03,125.5,127,1.5,ASDD03-100,CORE,0.025,5,0.003,0.0001,125.50,550997.47,4518536.19,856.24
ASDD03,127,128.5,1.5,ASDD03-101,CORE,0.025,5,0.0029,0.0043,127.00,550997.35,4518535.79,854.80
ASDD03,128.5,130,1.5,ASDD03-102,CORE,0.025,5,0.0001,0.0001,128.50,550997.24,4518535.40,853.35
ASDD03,130,131.5,1.5,ASDD03-103,CORE,0.025,5,0.0001,0.0019,130.00,550997.12,4518535.01,851.91
ASDD03,131.5,133,1.5,ASDD03-104,CORE,0.025,5,0.0013,0.0036,131.50,550997.01,4518534.62,850.47
ASDD03,133,134.5,1.5,ASDD03-105,CORE,0.025,5,0.0001,0.0045,133.00,550996.90,4518534.22,849.03
ASDD03,134.5,136,1.5,ASDD03-106,CORE,0.025,5,0.0001,0.0014,134.50,550996.78,4518533.83,847.58
ASDD03,136,137.5,1.5,ASDD03-107,CORE,0.025,5,0.0001,0.0027,136.00,550996.67,4518533.44,846.14
ASDD03,137.5,139,1.5,ASDD03-108,CORE,0.025,5,0.0012,0.0023,137.50,550996.55,4518533.05,844.70
ASDD03,139,140.5,1.5,ASDD03-109,CORE,0.025,5,0.0014,0.0024,139.00,550996.44,4518532.66,843.25
ASDD03,140.5,142,1.5,ASDD03-110,CORE,0.046,5,0.0001,0.003,140.50,550996.33,4518532.26,841.81
ASDD03,142,143.5,1.5,ASDD03-111,CORE,0.025,5,0.0001,0.0029,142.00,550996.21,4518531.87,840.37
ASDD03,143.5,145,1.5,ASDD03-112,CORE,0.08,5,0.0001,0.0033,143.50,550996.10,4518531.48,838.92
ASDD03,145,146.5,1.5,ASDD03-113,CORE,0.069,5,0.0001,0.0011,145.00,550995.99,4518531.09,837.48
ASDD03,146.5,148,1.5,ASDD03-114,CORE,0.025,5,0.0001,0.0027,146.50,550995.87,4518530.69,836.04
ASDD03,148,149.5,1.5,ASDD03-115,CORE,0.025,5,0.0001,0.0039,148.00,550995.76,4518530.30,834.59
ASDD03,149.5,151,1.5,ASDD03-116,CORE,0.025,5,0.0001,0.006,149.50,550995.64,4518529.91,833.15
ASDD03,151,152.5,1.5,ASDD03-117,CORE,0.025,5,0.0001,0.0031,151.00,550995.53,4518529.52,831.71
ASDD03,152.5,154,1.5,ASDD03-118,CORE,0.025,5,0.0001,0.0042,152.50,550995.42,4518529.13,830.26
ASDD03,154,155.5,1.5,ASDD03-119,CORE,0.025,5,0.0001,0.0038,154.00,550995.30,4518528.73,828.82
ASDD03,155.5,157,1.5,ASDD03-120,CORE,0.025,5,0.0001,0.0001,155.50,550995.19,4518528.34,827.38
ASDD03,157,158.5,1.5,ASDD03-121,CORE,0.025,5,0.0098,0.192,157.00,550995.07,4518527.95,825.93
ASDD03,158.5,160,1.5,ASDD03-122,CORE,0.025,5,0.0061,0.0057,158.50,550994.96,4518527.56,824.49
ASDD03,160,161.5,1.5,ASDD03-123,CORE,0.025,5,0.0031,0.0001,160.00,550994.85,4518527.16,823.05
ASDD03,161.5,163,1.5,ASDD03-124,CORE,0.025,5,0.0027,0.0001,161.50,550994.73,4518526.77,821.60
ASDD03,163,164.6,1.6,ASDD03-125,CORE,0.025,5,0.003,0.0029,163.00,550994.62,4518526.38,820.16
ASDD03,164.6,165.3,0.7,ASDD03-126,CORE,0.025,5,0.0107,0.0038,164.60,550994.50,4518525.96,818.62
ASDD03,165.3,166.3,1,ASDD03-127,CORE,0.025,5,0.0035,0.0033,165.30,550994.44,4518525.78,817.95
ASDD03,166.3,167.3,1,ASDD03-128,CORE,0.025,5,0.0019,0.0001,166.30,550994.37,4518525.52,816.98
ASDD03,167.3,169,1.7,ASDD03-129,CORE,0.025,5,0.0015,0.0001,167.30,550994.29,4518525.26,816.02
ASDD03,169,170.6,1.6,ASDD03-130,CORE,0.025,5,0.0028,0.0014,169.00,550994.16,4518524.81,814.39
ASDD03,170.6,172,1.4,ASDD03-131,CORE,0.025,5,0.0032,0.0001,170.60,550994.04,4518524.39,812.85
ASDD03,172,172.6,0.6,ASDD03-132,CORE,0.025,5,0.0001,0.0014,172.00,550993.93,4518524.03,811.50
ASDD03,172.6,174.3,1.7,ASDD03-133,CORE,0.025,,,,172.60,550993.89,4518523.87,810.92
ASDD03,174.3,175.3,1,ASDD03-134,CORE,0.025,5,0.0037,0.0001,174.30,550993.76,4518523.43,809.29
ASDD03,175.3,176.8,1.5,ASDD03-135,CORE,0.025,5,0.0089,0.0073,175.30,550993.68,4518523.16,808.32
ASDD03,176.8,178.3,1.5,ASDD03-136,CORE,0.025,5,0.0009,0.0001,176.80,550993.57,4518522.77,806.88
ASDD03,178.3,179.5,1.2,ASDD03-137,CORE,0.025,5,0.011,0.0091,178.30,550993.46,4518522.38,805.44
ASDD03,179.5,181.1,1.6,ASDD03-138,CORE,0.025,5,0.0035,0.0001,179.50,550993.36,4518522.07,804.28
ASDD03,181.1,181.9,0.8,ASDD03-139,CORE,0.025,5,0.0017,0.0016,181.10,550993.24,4518521.65,802.74
ASDD03,181.9,183.3,1.4,ASDD03-140,CORE,0.025,5,0.0001,0.0001,181.90,550993.18,4518521.44,801.97
ASDD03,183.3,184.8,1.5,ASDD03-141,CORE,0.025,5,0.0027,0.0001,183.30,550993.08,4518521.07,800.63
ASDD03,184.8,186.3,1.5,ASDD03-142,CORE,0.025,5,0.0019,0.0001,184.80,550992.96,4518520.68,799.18
ASDD03,186.3,187.8,1.5,ASDD03-143,CORE,0.025,5,0.0019,0.0001,186.30,550992.85,4518520.29,797.74
ASDD03,187.8,189.3,1.5,ASDD03-144,CORE,0.025,5,0.0001,0.0001,187.80,550992.73,4518519.90,796.30
ASDD03,189.3,190.8,1.5,ASDD03-145,CORE,0.025,5,0.0027,0.0001,189.30,550992.62,4518519.50,794.85
ASDD03,190.8,192.3,1.5,ASDD03-146,CORE,0.025,5,0.0001,0.0001,190.80,550992.51,4518519.11,793.41
ASDD03,192.3,193.8,1.5,ASDD03-147,CORE,0.025,5,0.0001,0.0001,192.30,550992.39,4518518.72,791.97
ASDD03,193.8,195.3,1.5,ASDD03-148,CORE,0.025,5,0.0021,0.0001,193.80,550992.28,4518518.33,790.52
ASDD03,195.3,196.8,1.5,ASDD03-149,CORE,0.025,5,0.0001,0.0001,195.30,550992.16,4518517.94,789.08
ASDD03,196.8,198.3,1.5,ASDD03-150,CORE,0.025,5,0.0001,0.0001,196.80,550992.05,4518517.54,787.64
ASDD03,198.3,199.8,1.5,ASDD03-151,CORE,0.025,5,0.0001,0.0001,198.30,550991.94,4518517.15,786.19
ASDD03,199.8,201.3,1.5,ASDD03-152,CORE,0.025,5,0.0001,0.0001,199.80,550991.82,4518516.76,784.75
ASDD03,201.3,202.1,0.8,ASDD03-153,CORE,0.025,5,0.0026,0.0001,201.30,550991.71,4518516.37,783.31
ASDD03,202.1,203.3,1.2,ASDD03-154,CORE,0.025,5,0.0087,0.002,202.10,550991.65,4518516.16,782.54
ASDD03,203.3,204.8,1.5,ASDD03-155,CORE,0.025,5,0.0027,0.0016,203.30,550991.56,4518515.84,781.38
ASDD03,204.8,206.3,1.5,ASDD03-156,CORE,0.025,5,0.0016,0.0001,204.80,550991.44,4518515.45,779.94
ASDD03,206.3,207.8,1.5,ASDD03-157,CORE,0.025,5,0.0051,0.0001,206.30,550991.33,4518515.06,778.49
ASDD03,207.8,209.3,1.5,ASDD03-158,CORE,0.025,5,0.0001,0.0001,207.80,550991.21,4518514.67,777.05
ASDD03,209.3,210.8,1.5,ASDD03-159,CORE,0.025,5,0.0036,0.0001,209.30,550991.10,4518514.27,775.61
ASDD03,210.8,212.3,1.5,ASDD03-160,CORE,0.025,5,0.0045,0.0001,210.80,550990.99,4518513.88,774.16
ASDD03,212.3,213.8,1.5,ASDD03-161,CORE,0.025,5,0.0034,0.0012,212.30,550990.87,4518513.49,772.72
ASDD03,213.8,215.3,1.5,ASDD03-162,CORE,0.025,5,0.0018,0.0001,213.80,550990.76,4518513.10,771.28
ASDD03,215.3,216.8,1.5,ASDD03-163,CORE,0.025,5,0.0001,0.0001,215.30,550990.65,4518512.71,769.83
ASDD03,216.8,218.3,1.5,ASDD03-164,CORE,0.025,5,0.0062,0.0001,216.80,550990.53,4518512.31,768.39
ASDD03,218.3,219.9,1.6,ASDD03-165,CORE,0.025,5,0.003,0.0012,218.30,550990.42,4518511.92,766.95
ASDD03,219.9,220.3,0.4,ASDD03-166,CORE,0.025,5,0.0001,0.0001,219.90,550990.30,4518511.50,765.41
ASDD03,220.3,221.3,1,ASDD03-167,CORE,0.025,5,0.0024,0.0001,220.30,550990.27,4518511.40,765.02
ASDD03,221.3,222.3,1,ASDD03-168,CORE,0.025,5,0.0036,0.0018,221.30,550990.19,4518511.14,764.06
ASDD03,222.3,222.6,0.3,ASDD03-19,CORE,0.025,5,0.0048,0.0046,222.30,550990.11,4518510.88,763.10
ASDD03,222.6,223.6,1,ASDD03-01,CORE,0.025,5,0.059,0.025,222.60,550990.09,4518510.80,762.81
ASDD03,223.6,224.6,1,ASDD03-02,CORE,0.025,5,0.028,0.022,223.60,550990.01,4518510.54,761.85
ASDD03,224.6,225.6,1,ASDD03-03,CORE,0.025,5,0.029,0.023,224.60,550989.94,4518510.27,760.89
ASDD03,225.6,226.6,1,ASDD03-04,CORE,0.025,5,0.036,0.026,225.60,550989.86,4518510.01,759.92
ASDD03,226.6,227.6,1,ASDD03-05,CORE,0.025,5,0.028,0.04,226.60,550989.79,4518509.75,758.96
ASDD03,227.6,228.3,0.7,ASDD03-06,CORE,0.06,5,0.048,0.029,227.60,550989.71,4518509.49,758.00
ASDD03,228.3,228.74,0.44,ASDD03-07,CORE,0.025,5,0.03,0.02,228.30,550989.66,4518509.31,757.33
ASDD03,228.74,230,1.26,ASDD03-08,CORE,4.22,74,1.64,1.09,228.74,550989.62,4518509.19,756.90
ASDD03,230,231,1,ASDD03-10,CORE,2.23,77,4.37,1.15,230.00,550989.53,4518508.86,755.69
ASDD03,231,232.15,1.15,ASDD03-11,CORE,4.54,119,5.1,0.78,231.00,550989.45,4518508.60,754.73
ASDD03,232.15,233,0.85,ASDD03-12,CORE,5.58,203,1,11.18,232.15,550989.37,4518508.30,753.62
ASDD03,233,234,1,ASDD03-13,CORE,0.28,12,0.138,0.325,233.00,550989.30,4518508.08,752.80
ASDD03,234,235.05,1.05,ASDD03-14,CORE,0.06,5,0.031,0.033,234.00,550989.22,4518507.82,751.84
ASDD03,235.05,236.1,1.05,ASDD03-16,CORE,0.08,5,0.04,0.032,235.05,550989.14,4518507.54,750.83
ASDD03,236.1,237.3,1.2,ASDD03-17,CORE,0.025,5,0.031,0.033,236.10,550989.06,4518507.27,749.82
ASDD03,237.3,238.3,1,ASDD03-18,CORE,0.025,5,0.032,0.034,237.30,550988.97,4518506.95,748.67
ASDD03,238.3,239.8,1.5,ASDD03-169,CORE,0.025,5,0.0033,0.0046,238.30,550988.90,4518506.69,747.70
ASDD03,239.8,241.3,1.5,ASDD03-170,CORE,0.025,5,0.0024,0.0035,239.80,550988.78,4518506.30,746.26
ASDD03,241.3,242.6,1.3,ASDD03-171,CORE,0.025,5,0.0033,0.0001,241.30,550988.67,4518505.91,744.82
ASDD03,242.6,242.9,0.3,ASDD03-172,CORE,0.025,5,0.0001,0.0001,242.60,550988.57,4518505.57,743.57
ASDD03,242.9,244.3,1.4,ASDD03-173,CORE,0.025,5,0.0023,0.0011,242.90,550988.55,4518505.49,743.28
ASDD03,244.3,245.8,1.5,ASDD03-174,CORE,0.025,5,0.0001,0.0035,244.30,550988.44,4518505.12,741.93
ASDD03,245.8,247.3,1.5,ASDD03-175,CORE,0.025,5,0.0001,0.0013,245.80,550988.33,4518504.73,740.49
ASDD03,247.3,248.7,1.4,ASDD03-176,CORE,0.025,5,0.0037,0.0028,247.30,550988.21,4518504.34,739.04
ASDD03,248.7,249.6,0.9,ASDD03-177,CORE,0.025,5,0.0039,0.0064,248.70,550988.11,4518503.97,737.70
ASDD03,249.6,251.3,1.7,ASDD03-178,CORE,0.025,5,0.0043,0.005,249.60,550988.04,4518503.74,736.83
ASDD03,251.3,252.8,1.5,ASDD03-179,CORE,0.025,5,0.0037,0.0075,251.30,550987.91,4518503.29,735.19
ASDD03,252.8,254.3,1.5,ASDD03-180,CORE,0.025,5,0.0033,0.0052,252.80,550987.80,4518502.90,733.75
ASDD03,254.3,255.8,1.5,ASDD03-181,CORE,0.025,5,0.0031,0.0068,254.30,550987.68,4518502.51,732.31
ASDD03,255.8,257.3,1.5,ASDD03-182,CORE,0.025,5,0.0086,0.0113,255.80,550987.57,4518502.12,730.86
ASDD03,257.3,258.8,1.5,ASDD03-183,CORE,0.025,5,0.0034,0.0101,257.30,550987.45,4518501.72,729.42
ASDD03,258.8,259.8,1,ASDD03-184,CORE,0.025,5,0.0038,0.0176,258.80,550987.34,4518501.33,727.98
ASDD03,259.8,261.3,1.5,ASDD03-185,CORE,0.025,5,0.0132,0.0065,259.80,550987.26,4518501.07,727.02
ASDD03,261.3,262.8,1.5,ASDD03-186,CORE,0.025,5,0.0144,0.0053,261.30,550987.15,4518500.68,725.57
ASDD03,262.8,263,0.2,ASDD03-187,CORE,0.025,5,0.0356,0.0012,262.80,550987.04,4518500.29,724.13
ASDD03,263,264.5,1.5,ASDD03-188,CORE,0.025,5,0.0161,0.0053,263.00,550987.02,4518500.23,723.94
ASDD03,264.5,266.3,1.8,ASDD03-189,CORE,0.025,5,0.0167,0.0046,264.50,550986.91,4518499.84,722.49
ASDD03,266.3,267.8,1.5,ASDD03-190,CORE,0.025,5,0.0226,0.0048,266.30,550986.77,4518499.37,720.76
ASDD03,267.8,268.3,0.5,ASDD03-191,CORE,0.025,5,0.0222,0.0066,267.80,550986.66,4518498.98,719.32
ASDD03,268.3,270,1.7,ASDD03-192,CORE,0.025,5,0.02,0.005,268.30,550986.62,4518498.85,718.84
ASDD03,270,271.3,1.3,ASDD03-193,CORE,0.025,5,0.0241,0.0048,270.00,550986.49,4518498.40,717.20
ASDD03,271.3,272.8,1.5,ASDD03-194,CORE,0.025,5,0.0239,0.0055,271.30,550986.39,4518498.06,715.95
ASDD03,272.8,274.3,1.5,ASDD03-195,CORE,0.025,5,0.0227,0.0086,272.80,550986.28,4518497.67,714.51
ASDD03,274.3,275.8,1.5,ASDD03-196,CORE,0.025,5,0.0183,0.0091,274.30,550986.16,4518497.28,713.06
ASDD03,275.8,276.3,0.5,ASDD03-197,CORE,0.025,5,0.0141,0.0099,275.80,550986.05,4518496.89,711.62
ASDD03,276.3,276.7,0.4,ASDD03-198,CORE,0.025,5,0.0272,0.0115,276.30,550986.01,4518496.76,711.14
ASDD03,276.7,277.1,0.4,ASDD03-199,CORE,0.025,5,0.0215,0.012,276.70,550985.98,4518496.65,710.75
ASDD03,277.1,277.5,0.4,ASDD03-200,CORE,0.025,5,0.022,0.0071,277.10,550985.95,4518496.55,710.37
ASDD03,277.5,279,1.5,ASDD03-201,CORE,0.025,5,0.0044,0.0132,277.50,550985.92,4518496.44,709.98
ASDD03,279,280.3,1.3,ASDD03-202,CORE,0.025,5,0.0271,0.0121,279.00,550985.81,4518496.05,708.54
ASDD03,280.3,281.8,1.5,ASDD03-203,CORE,0.025,5,0.0274,0.012,280.30,550985.71,4518495.71,707.29
ASDD03,281.8,283.3,1.5,ASDD03-204,CORE,0.025,5,0.0161,0.017,281.80,550985.59,4518495.32,705.85
ASDD03,283.3,284.8,1.5,ASDD03-205,CORE,0.025,5,0.035,0.0233,283.30,550985.48,4518494.93,704.40
ASDD03,284.8,286.3,1.5,ASDD03-206,CORE,0.025,5,0.0243,0.0049,284.80,550985.37,4518494.53,702.96
ASDD03,286.3,287.8,1.5,ASDD03-207,CORE,0.025,5,0.0146,0.0075,286.30,550985.25,4518494.14,701.52
